year,epiweek,Nextstrain_clade,clade_samples,total_samples,epiweek_year,epidate,clade_pct
2021,8,20D,3,2569,2021_08,2021-02-21,0.0011677695601401323
2021,8,20E (EU1),4,2569,2021_08,2021-02-21,0.001557026080186843
2021,8,20G,505,2569,2021_08,2021-02-21,0.19657454262358895
2021,8,"20H (Beta, V2)",7,2569,2021_08,2021-02-21,0.0027247956403269754
2021,8,"20I (Alpha, V1)",271,2569,2021_08,2021-02-21,0.10548851693265862
2021,8,"20J (Gamma, V3)",21,2569,2021_08,2021-02-21,0.008174386920980926
2021,8,21C (Epsilon),929,2569,2021_08,2021-02-21,0.3616193071233943
2021,8,21F (Iota),335,2569,2021_08,2021-02-21,0.1304009342156481
2021,8,21G (Lambda),5,2569,2021_08,2021-02-21,0.001946282600233554
2021,8,21H (Mu),1,2569,2021_08,2021-02-21,3.8925652004671076e-4
2021,9,19A,1,2010,2021_09,2021-02-28,4.975124378109452e-4
2021,9,19B,2,2010,2021_09,2021-02-28,9.950248756218905e-4
2021,9,20A,95,2010,2021_09,2021-02-28,0.0472636815920398
2021,9,20B,156,2010,2021_09,2021-02-28,0.07761194029850746
2021,9,20C,100,2010,2021_09,2021-02-28,0.04975124378109453
2021,9,20D,11,2010,2021_09,2021-02-28,0.005472636815920398
2021,9,20G,312,2010,2021_09,2021-02-28,0.15522388059701492
2021,9,"20H (Beta, V2)",9,2010,2021_09,2021-02-28,0.004477611940298508
2021,9,"20I (Alpha, V1)",321,2010,2021_09,2021-02-28,0.15970149253731344
2021,9,"20J (Gamma, V3)",20,2010,2021_09,2021-02-28,0.009950248756218905
2021,9,21B (Kappa),1,2010,2021_09,2021-02-28,4.975124378109452e-4
2021,9,21C (Epsilon),641,2010,2021_09,2021-02-28,0.3189054726368159
2021,9,21F (Iota),338,2010,2021_09,2021-02-28,0.1681592039800995
2021,9,21G (Lambda),3,2010,2021_09,2021-02-28,0.0014925373134328358
2021,10,19A,3,1952,2021_10,2021-03-07,0.0015368852459016393
2021,10,19B,1,1952,2021_10,2021-03-07,5.122950819672131e-4
2021,10,20A,67,1952,2021_10,2021-03-07,0.03432377049180328
2021,10,20B,137,1952,2021_10,2021-03-07,0.0701844262295082
2021,10,20C,107,1952,2021_10,2021-03-07,0.0548155737704918
2021,10,20D,3,1952,2021_10,2021-03-07,0.0015368852459016393
2021,10,20G,252,1952,2021_10,2021-03-07,0.1290983606557377
2021,10,"20H (Beta, V2)",8,1952,2021_10,2021-03-07,0.004098360655737705
2021,10,"20I (Alpha, V1)",459,1952,2021_10,2021-03-07,0.2351434426229508
2021,10,"20J (Gamma, V3)",35,1952,2021_10,2021-03-07,0.017930327868852458
2021,10,21C (Epsilon),419,1952,2021_10,2021-03-07,0.2146516393442623
2021,10,21D (Eta),2,1952,2021_10,2021-03-07,0.0010245901639344263
2021,10,21F (Iota),449,1952,2021_10,2021-03-07,0.2300204918032787
2021,10,21G (Lambda),9,1952,2021_10,2021-03-07,0.004610655737704918
2021,10,21J (Delta),1,1952,2021_10,2021-03-07,5.122950819672131e-4
2021,11,19B,2,2288,2021_11,2021-03-14,8.741258741258741e-4
2021,11,20A,64,2288,2021_11,2021-03-14,0.027972027972027972
2021,11,20B,145,2288,2021_11,2021-03-14,0.06337412587412587
2021,11,20C,89,2288,2021_11,2021-03-14,0.0388986013986014
2021,11,20D,5,2288,2021_11,2021-03-14,0.0021853146853146855
2021,11,20E (EU1),1,2288,2021_11,2021-03-14,4.3706293706293706e-4
2021,11,20G,198,2288,2021_11,2021-03-14,0.08653846153846154
2021,11,"20H (Beta, V2)",4,2288,2021_11,2021-03-14,0.0017482517482517483
2021,11,"20I (Alpha, V1)",841,2288,2021_11,2021-03-14,0.36756993006993005
2021,11,"20J (Gamma, V3)",39,2288,2021_11,2021-03-14,0.017045454545454544
2021,11,21C (Epsilon),532,2288,2021_11,2021-03-14,0.23251748251748253
2021,11,21D (Eta),5,2288,2021_11,2021-03-14,0.0021853146853146855
2021,11,21F (Iota),357,2288,2021_11,2021-03-14,0.15603146853146854
2021,11,21G (Lambda),3,2288,2021_11,2021-03-14,0.0013111888111888112
2021,11,21H (Mu),3,2288,2021_11,2021-03-14,0.0013111888111888112
2021,12,19A,1,2777,2021_12,2021-03-21,3.6010082823190496e-4
2021,12,19B,1,2777,2021_12,2021-03-21,3.6010082823190496e-4
2021,12,20A,65,2777,2021_12,2021-03-21,0.02340655383507382
2021,12,20B,155,2777,2021_12,2021-03-21,0.05581562837594527
2021,12,20C,77,2777,2021_12,2021-03-21,0.02772776377385668
2021,12,20D,12,2777,2021_12,2021-03-21,0.004321209938782859
2021,12,20G,213,2777,2021_12,2021-03-21,0.07670147641339575
2021,12,"20H (Beta, V2)",6,2777,2021_12,2021-03-21,0.0021606049693914295
2021,12,"20I (Alpha, V1)",1109,2777,2021_12,2021-03-21,0.39935181850918255
2021,12,"20J (Gamma, V3)",52,2777,2021_12,2021-03-21,0.018725243068059057
2021,12,21B (Kappa),1,2777,2021_12,2021-03-21,3.6010082823190496e-4
2021,12,21C (Epsilon),454,2777,2021_12,2021-03-21,0.16348577601728484
2021,12,21D (Eta),11,2777,2021_12,2021-03-21,0.003961109110550955
2021,12,21F (Iota),599,2777,2021_12,2021-03-21,0.21570039611091105
2021,12,21G (Lambda),9,2777,2021_12,2021-03-21,0.0032409074540871445
2021,12,21H (Mu),10,2777,2021_12,2021-03-21,0.0036010082823190494
2021,12,recombinant,2,2777,2021_12,2021-03-21,7.202016564638099e-4
2021,13,19B,5,3240,2021_13,2021-03-28,0.0015432098765432098
2021,13,20A,62,3240,2021_13,2021-03-28,0.019135802469135803
2021,13,20B,227,3240,2021_13,2021-03-28,0.07006172839506172
2021,13,20C,108,3240,2021_13,2021-03-28,0.03333333333333333
2021,13,20D,6,3240,2021_13,2021-03-28,0.001851851851851852
2021,13,20G,130,3240,2021_13,2021-03-28,0.040123456790123455
2021,13,"20H (Beta, V2)",6,3240,2021_13,2021-03-28,0.001851851851851852
2021,13,"20I (Alpha, V1)",1537,3240,2021_13,2021-03-28,0.4743827160493827
2021,13,"20J (Gamma, V3)",118,3240,2021_13,2021-03-28,0.03641975308641975
2021,13,21A (Delta),1,3240,2021_13,2021-03-28,3.0864197530864197e-4
2021,13,21B (Kappa),5,3240,2021_13,2021-03-28,0.0015432098765432098
2021,13,21C (Epsilon),462,3240,2021_13,2021-03-28,0.1425925925925926
2021,13,21D (Eta),2,3240,2021_13,2021-03-28,6.172839506172839e-4
2021,13,21F (Iota),556,3240,2021_13,2021-03-28,0.17160493827160495
2021,13,21G (Lambda),11,3240,2021_13,2021-03-28,0.0033950617283950617
2021,13,21H (Mu),4,3240,2021_13,2021-03-28,0.0012345679012345679
2021,14,19B,1,2871,2021_14,2021-04-04,3.4831069313827936e-4
2021,14,20A,38,2871,2021_14,2021-04-04,0.013235806339254615
2021,14,20B,136,2871,2021_14,2021-04-04,0.04737025426680599
2021,14,20C,77,2871,2021_14,2021-04-04,0.02681992337164751
2021,14,20D,3,2871,2021_14,2021-04-04,0.0010449320794148381
2021,14,20G,61,2871,2021_14,2021-04-04,0.02124695228143504
2021,14,"20H (Beta, V2)",8,2871,2021_14,2021-04-04,0.002786485545106235
2021,14,"20I (Alpha, V1)",1443,2871,2021_14,2021-04-04,0.5026123301985371
2021,14,"20J (Gamma, V3)",125,2871,2021_14,2021-04-04,0.04353883664228492
2021,14,21A (Delta),2,2871,2021_14,2021-04-04,6.966213862765587e-4
2021,14,21B (Kappa),6,2871,2021_14,2021-04-04,0.0020898641588296763
2021,14,21C (Epsilon),243,2871,2021_14,2021-04-04,0.08463949843260188
2021,14,21D (Eta),4,2871,2021_14,2021-04-04,0.0013932427725531174
2021,14,21F (Iota),695,2871,2021_14,2021-04-04,0.24207593173110414
2021,14,21G (Lambda),14,2871,2021_14,2021-04-04,0.004876349703935911
2021,14,21H (Mu),14,2871,2021_14,2021-04-04,0.004876349703935911
2021,14,21I (Delta),1,2871,2021_14,2021-04-04,3.4831069313827936e-4
2021,15,19A,2,4030,2021_15,2021-04-11,4.962779156327543e-4
2021,15,19B,4,4030,2021_15,2021-04-11,9.925558312655087e-4
2021,15,20A,44,4030,2021_15,2021-04-11,0.010918114143920596
2021,15,20B,218,4030,2021_15,2021-04-11,0.054094292803970226
2021,15,20C,73,4030,2021_15,2021-04-11,0.018114143920595533
2021,15,20D,23,4030,2021_15,2021-04-11,0.005707196029776675
2021,15,20G,102,4030,2021_15,2021-04-11,0.025310173697270472
2021,15,"20H (Beta, V2)",27,4030,2021_15,2021-04-11,0.006699751861042184
2021,15,"20I (Alpha, V1)",2104,4030,2021_15,2021-04-11,0.5220843672456575
2021,15,"20J (Gamma, V3)",254,4030,2021_15,2021-04-11,0.0630272952853598
2021,15,21A (Delta),9,4030,2021_15,2021-04-11,0.0022332506203473945
2021,15,21B (Kappa),16,4030,2021_15,2021-04-11,0.003970223325062035
2021,15,21C (Epsilon),437,4030,2021_15,2021-04-11,0.10843672456575683
2021,15,21D (Eta),15,4030,2021_15,2021-04-11,0.0037220843672456576
2021,15,21F (Iota),678,4030,2021_15,2021-04-11,0.16823821339950373
2021,15,21G (Lambda),6,4030,2021_15,2021-04-11,0.001488833746898263
2021,15,21H (Mu),10,4030,2021_15,2021-04-11,0.0024813895781637717
2021,15,21I (Delta),5,4030,2021_15,2021-04-11,0.0012406947890818859
2021,15,21J (Delta),2,4030,2021_15,2021-04-11,4.962779156327543e-4
2021,15,recombinant,1,4030,2021_15,2021-04-11,2.4813895781637717e-4
2021,16,19B,4,3533,2021_16,2021-04-18,0.0011321822813472968
2021,16,20A,20,3533,2021_16,2021-04-18,0.005660911406736484
2021,16,20B,153,3533,2021_16,2021-04-18,0.043305972261534105
2021,16,20C,74,3533,2021_16,2021-04-18,0.020945372204924994
2021,16,20D,6,3533,2021_16,2021-04-18,0.0016982734220209455
2021,16,20G,53,3533,2021_16,2021-04-18,0.015001415227851684
2021,16,"20H (Beta, V2)",37,3533,2021_16,2021-04-18,0.010472686102462497
2021,16,"20I (Alpha, V1)",2129,3533,2021_16,2021-04-18,0.6026040192470988
2021,16,"20J (Gamma, V3)",225,3533,2021_16,2021-04-18,0.06368525332578545
2021,16,21A (Delta),26,3533,2021_16,2021-04-18,0.00735918482875743
2021,16,21B (Kappa),6,3533,2021_16,2021-04-18,0.0016982734220209455
2021,16,21C (Epsilon),314,3533,2021_16,2021-04-18,0.08887630908576281
2021,16,21D (Eta),20,3533,2021_16,2021-04-18,0.005660911406736484
2021,16,21F (Iota),422,3533,2021_16,2021-04-18,0.11944523068213983
2021,16,21G (Lambda),10,3533,2021_16,2021-04-18,0.002830455703368242
2021,16,21H (Mu),2,3533,2021_16,2021-04-18,5.660911406736484e-4
2021,16,21I (Delta),6,3533,2021_16,2021-04-18,0.0016982734220209455
2021,16,21J (Delta),22,3533,2021_16,2021-04-18,0.006227002547410133
2021,16,recombinant,4,3533,2021_16,2021-04-18,0.0011321822813472968
2021,17,19B,2,2800,2021_17,2021-04-25,7.142857142857143e-4
2021,17,20A,39,2800,2021_17,2021-04-25,0.013928571428571429
2021,17,20B,68,2800,2021_17,2021-04-25,0.024285714285714285
2021,17,20C,46,2800,2021_17,2021-04-25,0.016428571428571428
2021,17,20D,9,2800,2021_17,2021-04-25,0.0032142857142857142
2021,17,20G,11,2800,2021_17,2021-04-25,0.003928571428571429
2021,17,"20H (Beta, V2)",30,2800,2021_17,2021-04-25,0.010714285714285714
2021,17,"20I (Alpha, V1)",1893,2800,2021_17,2021-04-25,0.6760714285714285
2021,17,"20J (Gamma, V3)",200,2800,2021_17,2021-04-25,0.07142857142857142
2021,17,21A (Delta),9,2800,2021_17,2021-04-25,0.0032142857142857142
2021,17,21B (Kappa),5,2800,2021_17,2021-04-25,0.0017857142857142857
2021,17,21C (Epsilon),150,2800,2021_17,2021-04-25,0.05357142857142857
2021,17,21D (Eta),6,2800,2021_17,2021-04-25,0.002142857142857143
2021,17,21F (Iota),283,2800,2021_17,2021-04-25,0.10107142857142858
2021,17,21G (Lambda),5,2800,2021_17,2021-04-25,0.0017857142857142857
2021,17,21H (Mu),9,2800,2021_17,2021-04-25,0.0032142857142857142
2021,17,21I (Delta),11,2800,2021_17,2021-04-25,0.003928571428571429
2021,17,21J (Delta),23,2800,2021_17,2021-04-25,0.008214285714285714
2021,17,recombinant,1,2800,2021_17,2021-04-25,3.5714285714285714e-4
2021,18,19A,1,2638,2021_18,2021-05-02,3.790750568612585e-4
2021,18,19B,2,2638,2021_18,2021-05-02,7.58150113722517e-4
2021,18,20A,15,2638,2021_18,2021-05-02,0.005686125852918878
2021,18,20B,55,2638,2021_18,2021-05-02,0.02084912812736922
2021,18,20C,81,2638,2021_18,2021-05-02,0.03070507960576194
2021,18,20G,12,2638,2021_18,2021-05-02,0.004548900682335102
2021,18,"20H (Beta, V2)",15,2638,2021_18,2021-05-02,0.005686125852918878
2021,18,"20I (Alpha, V1)",1860,2638,2021_18,2021-05-02,0.7050796057619408
2021,18,"20J (Gamma, V3)",193,2638,2021_18,2021-05-02,0.0731614859742229
2021,18,21A (Delta),19,2638,2021_18,2021-05-02,0.007202426080363912
2021,18,21B (Kappa),1,2638,2021_18,2021-05-02,3.790750568612585e-4
2021,18,21C (Epsilon),109,2638,2021_18,2021-05-02,0.041319181197877176
2021,18,21D (Eta),3,2638,2021_18,2021-05-02,0.0011372251705837756
2021,18,21F (Iota),192,2638,2021_18,2021-05-02,0.07278241091736164
2021,18,21G (Lambda),3,2638,2021_18,2021-05-02,0.0011372251705837756
2021,18,21H (Mu),5,2638,2021_18,2021-05-02,0.0018953752843062926
2021,18,21I (Delta),9,2638,2021_18,2021-05-02,0.003411675511751327
2021,18,21J (Delta),56,2638,2021_18,2021-05-02,0.02122820318423048
2021,18,recombinant,7,2638,2021_18,2021-05-02,0.00265352539802881
2021,19,19B,3,1989,2021_19,2021-05-09,0.0015082956259426848
2021,19,20A,8,1989,2021_19,2021-05-09,0.004022121669180492
2021,19,20B,37,1989,2021_19,2021-05-09,0.01860231271995978
2021,19,20C,58,1989,2021_19,2021-05-09,0.029160382101558573
2021,19,20D,1,1989,2021_19,2021-05-09,5.027652086475615e-4
2021,19,20G,3,1989,2021_19,2021-05-09,0.0015082956259426848
2021,19,"20H (Beta, V2)",9,1989,2021_19,2021-05-09,0.004524886877828055
2021,19,"20I (Alpha, V1)",1355,1989,2021_19,2021-05-09,0.681246857717446
2021,19,"20J (Gamma, V3)",181,1989,2021_19,2021-05-09,0.09100050276520864
2021,19,21A (Delta),7,1989,2021_19,2021-05-09,0.003519356460532931
2021,19,21C (Epsilon),65,1989,2021_19,2021-05-09,0.032679738562091505
2021,19,21D (Eta),2,1989,2021_19,2021-05-09,0.001005530417295123
2021,19,21F (Iota),156,1989,2021_19,2021-05-09,0.0784313725490196
2021,19,21G (Lambda),13,1989,2021_19,2021-05-09,0.006535947712418301
2021,19,21H (Mu),8,1989,2021_19,2021-05-09,0.004022121669180492
2021,19,21I (Delta),8,1989,2021_19,2021-05-09,0.004022121669180492
2021,19,21J (Delta),69,1989,2021_19,2021-05-09,0.03469079939668175
2021,19,recombinant,6,1989,2021_19,2021-05-09,0.0030165912518853697
2021,20,19B,1,2013,2021_20,2021-05-16,4.967709885742673e-4
2021,20,20A,7,2013,2021_20,2021-05-16,0.003477396920019871
2021,20,20B,59,2013,2021_20,2021-05-16,0.029309488325881768
2021,20,20C,82,2013,2021_20,2021-05-16,0.04073522106308992
2021,20,20D,4,2013,2021_20,2021-05-16,0.001987083954297069
2021,20,20G,3,2013,2021_20,2021-05-16,0.0014903129657228018
2021,20,"20H (Beta, V2)",5,2013,2021_20,2021-05-16,0.0024838549428713363
2021,20,"20I (Alpha, V1)",1342,2013,2021_20,2021-05-16,0.6666666666666666
2021,20,"20J (Gamma, V3)",162,2013,2021_20,2021-05-16,0.08047690014903129
2021,20,21A (Delta),21,2013,2021_20,2021-05-16,0.010432190760059613
2021,20,21C (Epsilon),42,2013,2021_20,2021-05-16,0.020864381520119227
2021,20,21D (Eta),1,2013,2021_20,2021-05-16,4.967709885742673e-4
2021,20,21F (Iota),91,2013,2021_20,2021-05-16,0.04520615996025832
2021,20,21G (Lambda),7,2013,2021_20,2021-05-16,0.003477396920019871
2021,20,21H (Mu),12,2013,2021_20,2021-05-16,0.005961251862891207
2021,20,21I (Delta),17,2013,2021_20,2021-05-16,0.008445106805762544
2021,20,21J (Delta),141,2013,2021_20,2021-05-16,0.07004470938897168
2021,20,recombinant,16,2013,2021_20,2021-05-16,0.007948335817188276
2021,21,19B,1,1390,2021_21,2021-05-23,7.194244604316547e-4
2021,21,20A,3,1390,2021_21,2021-05-23,0.002158273381294964
2021,21,20B,32,1390,2021_21,2021-05-23,0.02302158273381295
2021,21,20C,26,1390,2021_21,2021-05-23,0.01870503597122302
2021,21,20D,1,1390,2021_21,2021-05-23,7.194244604316547e-4
2021,21,"20H (Beta, V2)",4,1390,2021_21,2021-05-23,0.0028776978417266188
2021,21,"20I (Alpha, V1)",801,1390,2021_21,2021-05-23,0.5762589928057554
2021,21,"20J (Gamma, V3)",162,1390,2021_21,2021-05-23,0.11654676258992806
2021,21,21A (Delta),13,1390,2021_21,2021-05-23,0.00935251798561151
2021,21,21C (Epsilon),26,1390,2021_21,2021-05-23,0.01870503597122302
2021,21,21F (Iota),48,1390,2021_21,2021-05-23,0.034532374100719423
2021,21,21G (Lambda),12,1390,2021_21,2021-05-23,0.008633093525179856
2021,21,21H (Mu),28,1390,2021_21,2021-05-23,0.02014388489208633
2021,21,21I (Delta),18,1390,2021_21,2021-05-23,0.012949640287769784
2021,21,21J (Delta),212,1390,2021_21,2021-05-23,0.15251798561151078
2021,21,recombinant,3,1390,2021_21,2021-05-23,0.002158273381294964
2021,22,19B,3,1099,2021_22,2021-05-30,0.00272975432211101
2021,22,20A,3,1099,2021_22,2021-05-30,0.00272975432211101
2021,22,20B,13,1099,2021_22,2021-05-30,0.011828935395814377
2021,22,20C,35,1099,2021_22,2021-05-30,0.03184713375796178
2021,22,20D,3,1099,2021_22,2021-05-30,0.00272975432211101
2021,22,20G,1,1099,2021_22,2021-05-30,9.099181073703367e-4
2021,22,"20H (Beta, V2)",5,1099,2021_22,2021-05-30,0.004549590536851683
2021,22,"20I (Alpha, V1)",537,1099,2021_22,2021-05-30,0.4886260236578708
2021,22,"20J (Gamma, V3)",97,1099,2021_22,2021-05-30,0.08826205641492266
2021,22,21A (Delta),21,1099,2021_22,2021-05-30,0.01910828025477707
2021,22,21C (Epsilon),8,1099,2021_22,2021-05-30,0.007279344858962694
2021,22,21F (Iota),45,1099,2021_22,2021-05-30,0.04094631483166515
2021,22,21G (Lambda),8,1099,2021_22,2021-05-30,0.007279344858962694
2021,22,21H (Mu),15,1099,2021_22,2021-05-30,0.01364877161055505
2021,22,21I (Delta),19,1099,2021_22,2021-05-30,0.017288444040036398
2021,22,21J (Delta),285,1099,2021_22,2021-05-30,0.25932666060054593
2021,22,recombinant,1,1099,2021_22,2021-05-30,9.099181073703367e-4
2021,23,19A,1,1225,2021_23,2021-06-06,8.163265306122449e-4
2021,23,19B,5,1225,2021_23,2021-06-06,0.004081632653061225
2021,23,20A,7,1225,2021_23,2021-06-06,0.005714285714285714
2021,23,20B,13,1225,2021_23,2021-06-06,0.010612244897959184
2021,23,20C,28,1225,2021_23,2021-06-06,0.022857142857142857
2021,23,20D,4,1225,2021_23,2021-06-06,0.0032653061224489797
2021,23,"20I (Alpha, V1)",433,1225,2021_23,2021-06-06,0.35346938775510206
2021,23,"20J (Gamma, V3)",102,1225,2021_23,2021-06-06,0.08326530612244898
2021,23,21A (Delta),47,1225,2021_23,2021-06-06,0.03836734693877551
2021,23,21C (Epsilon),7,1225,2021_23,2021-06-06,0.005714285714285714
2021,23,21F (Iota),27,1225,2021_23,2021-06-06,0.022040816326530613
2021,23,21G (Lambda),10,1225,2021_23,2021-06-06,0.00816326530612245
2021,23,21H (Mu),22,1225,2021_23,2021-06-06,0.017959183673469388
2021,23,21I (Delta),43,1225,2021_23,2021-06-06,0.03510204081632653
2021,23,21J (Delta),467,1225,2021_23,2021-06-06,0.3812244897959184
2021,23,recombinant,9,1225,2021_23,2021-06-06,0.007346938775510204
2021,24,19B,2,1333,2021_24,2021-06-13,0.0015003750937734434
2021,24,20A,6,1333,2021_24,2021-06-13,0.00450112528132033
2021,24,20B,22,1333,2021_24,2021-06-13,0.016504126031507877
2021,24,20C,21,1333,2021_24,2021-06-13,0.015753938484621154
2021,24,20G,1,1333,2021_24,2021-06-13,7.501875468867217e-4
2021,24,"20H (Beta, V2)",1,1333,2021_24,2021-06-13,7.501875468867217e-4
2021,24,"20I (Alpha, V1)",346,1333,2021_24,2021-06-13,0.2595648912228057
2021,24,"20J (Gamma, V3)",93,1333,2021_24,2021-06-13,0.06976744186046512
2021,24,21A (Delta),83,1333,2021_24,2021-06-13,0.0622655663915979
2021,24,21B (Kappa),1,1333,2021_24,2021-06-13,7.501875468867217e-4
2021,24,21C (Epsilon),6,1333,2021_24,2021-06-13,0.00450112528132033
2021,24,21F (Iota),41,1333,2021_24,2021-06-13,0.03075768942235559
2021,24,21G (Lambda),4,1333,2021_24,2021-06-13,0.003000750187546887
2021,24,21H (Mu),30,1333,2021_24,2021-06-13,0.02250562640660165
2021,24,21I (Delta),63,1333,2021_24,2021-06-13,0.047261815453863466
2021,24,21J (Delta),601,1333,2021_24,2021-06-13,0.4508627156789197
2021,24,recombinant,12,1333,2021_24,2021-06-13,0.00900225056264066
2021,25,19B,4,1334,2021_25,2021-06-20,0.0029985007496251873
2021,25,20A,2,1334,2021_25,2021-06-20,0.0014992503748125937
2021,25,20B,13,1334,2021_25,2021-06-20,0.009745127436281859
2021,25,20C,23,1334,2021_25,2021-06-20,0.017241379310344827
2021,25,20G,1,1334,2021_25,2021-06-20,7.496251874062968e-4
2021,25,"20H (Beta, V2)",1,1334,2021_25,2021-06-20,7.496251874062968e-4
2021,25,"20I (Alpha, V1)",199,1334,2021_25,2021-06-20,0.14917541229385306
2021,25,"20J (Gamma, V3)",78,1334,2021_25,2021-06-20,0.05847076461769116
2021,25,21A (Delta),150,1334,2021_25,2021-06-20,0.11244377811094453
2021,25,21C (Epsilon),9,1334,2021_25,2021-06-20,0.006746626686656672
2021,25,21F (Iota),21,1334,2021_25,2021-06-20,0.015742128935532233
2021,25,21G (Lambda),2,1334,2021_25,2021-06-20,0.0014992503748125937
2021,25,21H (Mu),26,1334,2021_25,2021-06-20,0.019490254872563718
2021,25,21I (Delta),109,1334,2021_25,2021-06-20,0.08170914542728636
2021,25,21J (Delta),687,1334,2021_25,2021-06-20,0.5149925037481259
2021,25,recombinant,9,1334,2021_25,2021-06-20,0.006746626686656672
2021,26,19B,11,2207,2021_26,2021-06-27,0.004984141368373357
2021,26,20A,5,2207,2021_26,2021-06-27,0.0022655188038060714
2021,26,20B,7,2207,2021_26,2021-06-27,0.0031717263253285004
2021,26,20C,34,2207,2021_26,2021-06-27,0.015405527865881287
2021,26,"20H (Beta, V2)",3,2207,2021_26,2021-06-27,0.001359311282283643
2021,26,"20I (Alpha, V1)",250,2207,2021_26,2021-06-27,0.11327594019030358
2021,26,"20J (Gamma, V3)",106,2207,2021_26,2021-06-27,0.04802899864068872
2021,26,21A (Delta),276,2207,2021_26,2021-06-27,0.12505663797009514
2021,26,21C (Epsilon),3,2207,2021_26,2021-06-27,0.001359311282283643
2021,26,21F (Iota),21,2207,2021_26,2021-06-27,0.0095151789759855
2021,26,21G (Lambda),2,2207,2021_26,2021-06-27,9.062075215224287e-4
2021,26,21H (Mu),62,2207,2021_26,2021-06-27,0.02809243316719529
2021,26,21I (Delta),195,2207,2021_26,2021-06-27,0.0883552333484368
2021,26,21J (Delta),1214,2207,2021_26,2021-06-27,0.5500679655641142
2021,26,recombinant,18,2207,2021_26,2021-06-27,0.008155867693701857
2021,27,19A,1,2903,2021_27,2021-07-04,3.444712366517396e-4
2021,27,19B,8,2903,2021_27,2021-07-04,0.002755769893213917
2021,27,20A,7,2903,2021_27,2021-07-04,0.002411298656562177
2021,27,20B,7,2903,2021_27,2021-07-04,0.002411298656562177
2021,27,20C,33,2903,2021_27,2021-07-04,0.011367550809507406
2021,27,20D,2,2903,2021_27,2021-07-04,6.889424733034792e-4
2021,27,20G,1,2903,2021_27,2021-07-04,3.444712366517396e-4
2021,27,"20H (Beta, V2)",1,2903,2021_27,2021-07-04,3.444712366517396e-4
2021,27,"20I (Alpha, V1)",162,2903,2021_27,2021-07-04,0.05580434033758181
2021,27,"20J (Gamma, V3)",70,2903,2021_27,2021-07-04,0.02411298656562177
2021,27,21A (Delta),538,2903,2021_27,2021-07-04,0.1853255253186359
2021,27,21C (Epsilon),1,2903,2021_27,2021-07-04,3.444712366517396e-4
2021,27,21F (Iota),17,2903,2021_27,2021-07-04,0.0058560110230795725
2021,27,21G (Lambda),8,2903,2021_27,2021-07-04,0.002755769893213917
2021,27,21H (Mu),44,2903,2021_27,2021-07-04,0.015156734412676542
2021,27,21I (Delta),282,2903,2021_27,2021-07-04,0.09714088873579056
